id,name_eng,country,lon,lat,name_ua,name_ru
691184,Trukhanov Ostrov,UA,30.533333,50.466667,Труханів острів,Труханов остров
691919,Tankove,UA,33.816666,44.650002,Танкове,Танковое
691462,Tole,UA,33.816666,44.716667,Дачне,Дачное
690973,Turhenyevka,UA,33.833332,44.700001,Тургенєвка,Тургеневка
691743,Telichka,UA,30.566668,50.400002,Теличка,Теличка
691606,Terny,UA,33.983334,50.983334,Терни,Терны
706452,Tylove,UA,33.733334,44.433334,Тилове,Тыловое
691634,Ternivka,UA,33.75,44.583332,Тернівка,Терновка
826049,Tsementna Slobidka,UA,36.468056,45.3325,Цементна слобідка,Цементная слободка
691469,Tokmak,UA,35.705833,47.251389,Токмак,Токмак
